Facility Name,Facility ID,State,Measure Name,Excess Readmission Ratio,Observed Readmission Rate,Expected Readmission Rate,Excess Readmissions Threshold
ADVENTHEALTH ORLANDO,100007,FL,READM-30-PN-HRRP,1.1249,19.3268,17.1816,Above Threshold
ADVENTHEALTH ORLANDO,100007,FL,READM-30-HIP-KNEE-HRRP,1.0891,4.912,4.5102,Above Threshold
ADVENTHEALTH ORLANDO,100007,FL,READM-30-HF-HRRP,1.1899,24.4771,20.5706,Above Threshold
ADVENTHEALTH ORLANDO,100007,FL,READM-30-COPD-HRRP,1.0764,19.7155,18.3168,Above Threshold
ADVENTHEALTH ORLANDO,100007,FL,READM-30-CABG-HRRP,1.3632,16.6761,12.233,Above Threshold
ADVENTHEALTH ORLANDO,100007,FL,READM-30-AMI-HRRP,1.1745,16.3976,13.9609,Above Threshold
BAPTIST HOSPITAL OF MIAMI,100008,FL,READM-30-PN-HRRP,1.039,18.0437,17.366,Above Threshold
BAPTIST HOSPITAL OF MIAMI,100008,FL,READM-30-HIP-KNEE-HRRP,0.9098,4.5725,5.0259,Below Threshold
BAPTIST HOSPITAL OF MIAMI,100008,FL,READM-30-HF-HRRP,0.9734,20.1295,20.6786,Below Threshold
BAPTIST HOSPITAL OF MIAMI,100008,FL,READM-30-COPD-HRRP,1.0346,18.6685,18.0434,Above Threshold
BAPTIST HOSPITAL OF MIAMI,100008,FL,READM-30-CABG-HRRP,0.9355,11.7045,12.5119,Below Threshold
BAPTIST HOSPITAL OF MIAMI,100008,FL,READM-30-AMI-HRRP,0.9304,14.149,15.2076,Below Threshold
LEE MEMORIAL HOSPITAL,100012,FL,READM-30-PN-HRRP,1.0663,17.4287,16.3454,Above Threshold
LEE MEMORIAL HOSPITAL,100012,FL,READM-30-HIP-KNEE-HRRP,1.0551,5.6895,5.3925,Above Threshold
LEE MEMORIAL HOSPITAL,100012,FL,READM-30-HF-HRRP,0.9926,19.7588,19.9068,Below Threshold
LEE MEMORIAL HOSPITAL,100012,FL,READM-30-COPD-HRRP,1.0084,20.4672,20.2961,Above Threshold
LEE MEMORIAL HOSPITAL,100012,FL,READM-30-CABG-HRRP,0.9938,10.6991,10.7662,Below Threshold
LEE MEMORIAL HOSPITAL,100012,FL,READM-30-AMI-HRRP,1.0427,13.257,12.7137,Above Threshold
ADVENTHEALTH NEW SMYRNA BEACH,100014,FL,READM-30-AMI-HRRP,1.0209,15.5335,15.2158,Above Threshold
ADVENTHEALTH NEW SMYRNA BEACH,100014,FL,READM-30-PN-HRRP,1.02,17.0537,16.7189,Above Threshold
ADVENTHEALTH NEW SMYRNA BEACH,100014,FL,READM-30-HIP-KNEE-HRRP,0.9889,4.5008,4.5516,Below Threshold
ADVENTHEALTH NEW SMYRNA BEACH,100014,FL,READM-30-HF-HRRP,1.0134,20.0622,19.7974,Above Threshold
ADVENTHEALTH NEW SMYRNA BEACH,100014,FL,READM-30-COPD-HRRP,1.0346,17.7769,17.1832,Above Threshold
HALIFAX HEALTH MEDICAL CENTER,100017,FL,READM-30-PN-HRRP,0.8838,14.538,16.4497,Below Threshold
HALIFAX HEALTH MEDICAL CENTER,100017,FL,READM-30-HIP-KNEE-HRRP,0.8899,3.848,4.3241,Below Threshold
HALIFAX HEALTH MEDICAL CENTER,100017,FL,READM-30-HF-HRRP,1.0369,20.9303,20.1853,Above Threshold
HALIFAX HEALTH MEDICAL CENTER,100017,FL,READM-30-COPD-HRRP,1.0176,19.2659,18.9333,Above Threshold
HALIFAX HEALTH MEDICAL CENTER,100017,FL,READM-30-CABG-HRRP,1.1451,13.139,11.4743,Above Threshold
HALIFAX HEALTH MEDICAL CENTER,100017,FL,READM-30-AMI-HRRP,0.9803,12.5551,12.8073,Below Threshold
NAPLES COMMUNITY HOSPITAL,100018,FL,READM-30-PN-HRRP,1.0396,16.444,15.8179,Above Threshold
NAPLES COMMUNITY HOSPITAL,100018,FL,READM-30-HIP-KNEE-HRRP,1.0597,4.6038,4.3443,Above Threshold
NAPLES COMMUNITY HOSPITAL,100018,FL,READM-30-HF-HRRP,0.9328,18.0086,19.307,Below Threshold
NAPLES COMMUNITY HOSPITAL,100018,FL,READM-30-COPD-HRRP,0.9101,16.5494,18.1851,Below Threshold
NAPLES COMMUNITY HOSPITAL,100018,FL,READM-30-CABG-HRRP,0.8821,10.1816,11.5419,Below Threshold
NAPLES COMMUNITY HOSPITAL,100018,FL,READM-30-AMI-HRRP,0.9503,13.6369,14.3508,Below Threshold
HOLMES REGIONAL MEDICAL CENTER,100019,FL,READM-30-PN-HRRP,0.8079,14.1496,17.5132,Below Threshold
HOLMES REGIONAL MEDICAL CENTER,100019,FL,READM-30-HIP-KNEE-HRRP,0.9033,5.4522,6.0356,Below Threshold
HOLMES REGIONAL MEDICAL CENTER,100019,FL,READM-30-HF-HRRP,0.8363,17.2283,20.5998,Below Threshold
HOLMES REGIONAL MEDICAL CENTER,100019,FL,READM-30-COPD-HRRP,0.8289,16.4038,19.7899,Below Threshold
HOLMES REGIONAL MEDICAL CENTER,100019,FL,READM-30-CABG-HRRP,0.9636,10.6326,11.0342,Below Threshold
HOLMES REGIONAL MEDICAL CENTER,100019,FL,READM-30-AMI-HRRP,0.9936,14.1957,14.2865,Below Threshold
JACKSON HEALTH SYSTEM,100022,FL,READM-30-PN-HRRP,1.0118,20.0501,19.8158,Above Threshold
JACKSON HEALTH SYSTEM,100022,FL,READM-30-HF-HRRP,0.987,22.1871,22.4791,Below Threshold
JACKSON HEALTH SYSTEM,100022,FL,READM-30-COPD-HRRP,0.9875,23.0308,23.3234,Below Threshold
JACKSON HEALTH SYSTEM,100022,FL,READM-30-AMI-HRRP,0.9777,17.1151,17.5056,Below Threshold
HCA FLORIDA CITRUS HOSPITAL,100023,FL,READM-30-PN-HRRP,0.9713,16.7182,17.2126,Below Threshold
HCA FLORIDA CITRUS HOSPITAL,100023,FL,READM-30-HIP-KNEE-HRRP,1.2862,6.4176,4.9895,Above Threshold
HCA FLORIDA CITRUS HOSPITAL,100023,FL,READM-30-HF-HRRP,1.036,21.4112,20.6675,Above Threshold
HCA FLORIDA CITRUS HOSPITAL,100023,FL,READM-30-COPD-HRRP,0.9606,16.8922,17.5851,Below Threshold
HCA FLORIDA CITRUS HOSPITAL,100023,FL,READM-30-CABG-HRRP,0.8145,10.4262,12.8011,Below Threshold
HCA FLORIDA CITRUS HOSPITAL,100023,FL,READM-30-AMI-HRRP,0.8892,12.5727,14.1396,Below Threshold
SACRED HEART HOSPITAL,100025,FL,READM-30-PN-HRRP,0.9732,17.9236,18.4173,Below Threshold
SACRED HEART HOSPITAL,100025,FL,READM-30-HIP-KNEE-HRRP,0.9134,5.4955,6.0165,Below Threshold
SACRED HEART HOSPITAL,100025,FL,READM-30-HF-HRRP,1.0292,22.2782,21.6455,Above Threshold
SACRED HEART HOSPITAL,100025,FL,READM-30-COPD-HRRP,0.9932,19.3748,19.5071,Below Threshold
SACRED HEART HOSPITAL,100025,FL,READM-30-CABG-HRRP,0.9185,11.0311,12.0093,Below Threshold
SACRED HEART HOSPITAL,100025,FL,READM-30-AMI-HRRP,1.0322,14.6433,14.187,Above Threshold
ASCENSION SACRED HEART BAY,100026,FL,READM-30-PN-HRRP,0.8896,15.0027,16.8652,Below Threshold
ASCENSION SACRED HEART BAY,100026,FL,READM-30-HF-HRRP,0.9007,18.1163,20.114,Below Threshold
ASCENSION SACRED HEART BAY,100026,FL,READM-30-COPD-HRRP,1.038,19.4547,18.7418,Above Threshold
ASCENSION SACRED HEART BAY,100026,FL,READM-30-CABG-HRRP,0.9336,9.6509,10.3374,Below Threshold
ASCENSION SACRED HEART BAY,100026,FL,READM-30-AMI-HRRP,1.0444,12.7369,12.1957,Above Threshold
PARRISH MEDICAL CENTER,100028,FL,READM-30-PN-HRRP,0.8487,14.1107,16.6257,Below Threshold
PARRISH MEDICAL CENTER,100028,FL,READM-30-HIP-KNEE-HRRP,1.0838,5.0347,4.6456,Above Threshold
PARRISH MEDICAL CENTER,100028,FL,READM-30-HF-HRRP,0.9717,18.6298,19.173,Below Threshold
PARRISH MEDICAL CENTER,100028,FL,READM-30-COPD-HRRP,1.0004,18.1608,18.1543,Above Threshold
PARRISH MEDICAL CENTER,100028,FL,READM-30-AMI-HRRP,1.0316,14.5354,14.09,Above Threshold
STEWARD NORTH SHORE MEDICAL CENTER,100029,FL,READM-30-PN-HRRP,1.0133,19.1124,18.8609,Above Threshold
STEWARD NORTH SHORE MEDICAL CENTER,100029,FL,READM-30-HIP-KNEE-HRRP,1.0054,4.2607,4.2377,Above Threshold
STEWARD NORTH SHORE MEDICAL CENTER,100029,FL,READM-30-HF-HRRP,1.103,25.8574,23.4422,Above Threshold
STEWARD NORTH SHORE MEDICAL CENTER,100029,FL,READM-30-COPD-HRRP,0.9955,20.4074,20.5,Below Threshold
STEWARD NORTH SHORE MEDICAL CENTER,100029,FL,READM-30-AMI-HRRP,1.0125,20.5921,20.3373,Above Threshold
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,FL,READM-30-PN-HRRP,0.922,16.4053,17.7928,Below Threshold
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,FL,READM-30-HIP-KNEE-HRRP,1.2117,4.9658,4.0981,Above Threshold
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,FL,READM-30-HF-HRRP,1.0974,22.2248,20.2521,Above Threshold
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,FL,READM-30-COPD-HRRP,1.1009,21.3573,19.3999,Above Threshold
ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,100030,FL,READM-30-AMI-HRRP,1.0559,16.3936,15.5253,Above Threshold
BAYFRONT HEALTH ST PETERSBURG,100032,FL,READM-30-PN-HRRP,0.9845,17.2523,17.5243,Below Threshold
BAYFRONT HEALTH ST PETERSBURG,100032,FL,READM-30-HIP-KNEE-HRRP,1.0443,4.928,4.7191,Above Threshold
BAYFRONT HEALTH ST PETERSBURG,100032,FL,READM-30-HF-HRRP,1.0084,20.6804,20.5073,Above Threshold
BAYFRONT HEALTH ST PETERSBURG,100032,FL,READM-30-COPD-HRRP,1.0246,21.3278,20.8151,Above Threshold
BAYFRONT HEALTH ST PETERSBURG,100032,FL,READM-30-AMI-HRRP,0.9878,13.6943,13.863,Below Threshold
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",100034,FL,READM-30-PN-HRRP,1.0271,18.3433,17.8598,Above Threshold
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",100034,FL,READM-30-HIP-KNEE-HRRP,1.0779,4.9771,4.6172,Above Threshold
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",100034,FL,READM-30-HF-HRRP,0.9772,21.8978,22.4083,Below Threshold
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",100034,FL,READM-30-COPD-HRRP,0.9728,17.9037,18.4044,Below Threshold
"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",100034,FL,READM-30-AMI-HRRP,0.9884,15.8642,16.0507,Below Threshold
MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-PN-HRRP,0.9803,16.8166,17.1547,Below Threshold
MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-HIP-KNEE-HRRP,0.9972,5.0434,5.0577,Below Threshold
MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-HF-HRRP,0.9901,20.8114,21.0205,Below Threshold
MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-COPD-HRRP,0.9604,19.637,20.4464,Below Threshold
MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-CABG-HRRP,0.9765,10.4964,10.7491,Below Threshold
MANATEE MEMORIAL HOSPITAL,100035,FL,READM-30-AMI-HRRP,1.0526,14.6686,13.9359,Above Threshold
MEMORIAL REGIONAL HOSPITAL,100038,FL,READM-30-PN-HRRP,1.0401,17.5737,16.8969,Above Threshold
MEMORIAL REGIONAL HOSPITAL,100038,FL,READM-30-HIP-KNEE-HRRP,1.1571,5.3675,4.6388,Above Threshold
MEMORIAL REGIONAL HOSPITAL,100038,FL,READM-30-HF-HRRP,1.029,21.6649,21.0535,Above Threshold
MEMORIAL REGIONAL HOSPITAL,100038,FL,READM-30-COPD-HRRP,1.0834,22.068,20.3687,Above Threshold
MEMORIAL REGIONAL HOSPITAL,100038,FL,READM-30-CABG-HRRP,0.9924,12.2408,12.335,Below Threshold
MEMORIAL REGIONAL HOSPITAL,100038,FL,READM-30-AMI-HRRP,0.9762,13.73,14.0654,Below Threshold
BROWARD HEALTH MEDICAL CENTER,100039,FL,READM-30-PN-HRRP,0.9986,16.352,16.3745,Below Threshold
BROWARD HEALTH MEDICAL CENTER,100039,FL,READM-30-HF-HRRP,1.0485,21.2274,20.245,Above Threshold
BROWARD HEALTH MEDICAL CENTER,100039,FL,READM-30-COPD-HRRP,0.9712,16.7346,17.2316,Below Threshold
BROWARD HEALTH MEDICAL CENTER,100039,FL,READM-30-CABG-HRRP,0.9592,10.224,10.6585,Below Threshold
BROWARD HEALTH MEDICAL CENTER,100039,FL,READM-30-AMI-HRRP,1.0007,14.7821,14.7716,Above Threshold
ASCENSION ST VINCENT'S RIVERSIDE,100040,FL,READM-30-PN-HRRP,1.0414,19.1073,18.3483,Above Threshold
ASCENSION ST VINCENT'S RIVERSIDE,100040,FL,READM-30-HIP-KNEE-HRRP,1.052,5.2642,5.0041,Above Threshold
ASCENSION ST VINCENT'S RIVERSIDE,100040,FL,READM-30-HF-HRRP,0.9806,20.3013,20.7024,Below Threshold
ASCENSION ST VINCENT'S RIVERSIDE,100040,FL,READM-30-COPD-HRRP,1.1073,21.9847,19.8536,Above Threshold
ASCENSION ST VINCENT'S RIVERSIDE,100040,FL,READM-30-CABG-HRRP,1.1052,11.9485,10.8115,Above Threshold
ASCENSION ST VINCENT'S RIVERSIDE,100040,FL,READM-30-AMI-HRRP,1.189,18.7725,15.7889,Above Threshold
MEASE DUNEDIN HOSPITAL,100043,FL,READM-30-PN-HRRP,0.958,15.6144,16.2993,Below Threshold
MEASE DUNEDIN HOSPITAL,100043,FL,READM-30-HIP-KNEE-HRRP,0.9372,5.9049,6.3005,Below Threshold
MEASE DUNEDIN HOSPITAL,100043,FL,READM-30-HF-HRRP,0.9508,19.6799,20.6987,Below Threshold
MEASE DUNEDIN HOSPITAL,100043,FL,READM-30-COPD-HRRP,1.039,20.1622,19.4058,Above Threshold
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,100044,FL,READM-30-PN-HRRP,0.9975,15.9549,15.9952,Below Threshold
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,100044,FL,READM-30-HIP-KNEE-HRRP,1.1662,5.2259,4.4813,Above Threshold
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,100044,FL,READM-30-HF-HRRP,0.9817,18.6653,19.0137,Below Threshold
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,100044,FL,READM-30-COPD-HRRP,1.1161,19.5565,17.5226,Above Threshold
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,100044,FL,READM-30-CABG-HRRP,0.8962,8.9034,9.9346,Below Threshold
CLEVELAND CLINIC MARTIN NORTH HOSPITAL,100044,FL,READM-30-AMI-HRRP,1.0873,13.9477,12.8282,Above Threshold
ADVENTHEALTH DELAND,100045,FL,READM-30-PN-HRRP,1.0204,16.911,16.5725,Above Threshold
ADVENTHEALTH DELAND,100045,FL,READM-30-HF-HRRP,1.0331,20.474,19.8173,Above Threshold
ADVENTHEALTH DELAND,100045,FL,READM-30-COPD-HRRP,0.9895,18.1469,18.3398,Below Threshold
ADVENTHEALTH DELAND,100045,FL,READM-30-AMI-HRRP,1.1144,14.2165,12.7568,Above Threshold
FLORIDA HOSPITAL ZEPHYRHILLS,100046,FL,READM-30-PN-HRRP,0.9246,16.3055,17.6353,Below Threshold
FLORIDA HOSPITAL ZEPHYRHILLS,100046,FL,READM-30-HIP-KNEE-HRRP,0.9217,5.3917,5.8499,Below Threshold
FLORIDA HOSPITAL ZEPHYRHILLS,100046,FL,READM-30-HF-HRRP,0.9507,20.3286,21.383,Below Threshold
FLORIDA HOSPITAL ZEPHYRHILLS,100046,FL,READM-30-COPD-HRRP,0.9328,18.5977,19.9382,Below Threshold
FLORIDA HOSPITAL ZEPHYRHILLS,100046,FL,READM-30-AMI-HRRP,0.9781,15.9272,16.284,Below Threshold
SHOREPOINT HEALTH PUNTA GORDA,100047,FL,READM-30-PN-HRRP,1.0744,18.2521,16.9887,Above Threshold
SHOREPOINT HEALTH PUNTA GORDA,100047,FL,READM-30-HIP-KNEE-HRRP,1.1313,7.2686,6.4252,Above Threshold
SHOREPOINT HEALTH PUNTA GORDA,100047,FL,READM-30-HF-HRRP,1.0362,21.3912,20.6442,Above Threshold
SHOREPOINT HEALTH PUNTA GORDA,100047,FL,READM-30-COPD-HRRP,0.9804,19.6446,20.0365,Below Threshold
JAY HOSPITAL,100048,FL,READM-30-PN-HRRP,1.0084,15.1008,14.9744,Above Threshold
JAY HOSPITAL,100048,FL,READM-30-HF-HRRP,1.0132,19.1813,18.9318,Above Threshold
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-PN-HRRP,1.0826,19.432,17.9495,Above Threshold
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-HIP-KNEE-HRRP,1.1283,6.6911,5.9303,Above Threshold
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-HF-HRRP,1.0098,20.6936,20.4937,Above Threshold
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-COPD-HRRP,1.0741,19.3487,18.0146,Above Threshold
HCA FLORIDA HIGHLANDS HOSPITAL,100049,FL,READM-30-AMI-HRRP,0.9443,15.4994,16.4141,Below Threshold
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,READM-30-PN-HRRP,0.9197,16.2579,17.6771,Below Threshold
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,READM-30-HF-HRRP,0.9667,22.6882,23.4707,Below Threshold
LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,100050,FL,READM-30-COPD-HRRP,1.0078,21.7893,21.6205,Above Threshold
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-PN-HRRP,1.0092,16.1713,16.0237,Above Threshold
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-HIP-KNEE-HRRP,1.0262,4.5256,4.4103,Above Threshold
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-HF-HRRP,1.0662,21.2229,19.9043,Above Threshold
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-COPD-HRRP,1.018,17.8601,17.5443,Above Threshold
ORLANDO HEALTH SOUTH LAKE HOSPITAL,100051,FL,READM-30-AMI-HRRP,1.0002,13.2937,13.2915,Above Threshold
WINTER HAVEN HOSPITAL,100052,FL,READM-30-PN-HRRP,1.0082,16.949,16.8113,Above Threshold
WINTER HAVEN HOSPITAL,100052,FL,READM-30-HIP-KNEE-HRRP,0.949,4.3843,4.6198,Below Threshold
WINTER HAVEN HOSPITAL,100052,FL,READM-30-HF-HRRP,0.9635,20.4778,21.2545,Below Threshold
WINTER HAVEN HOSPITAL,100052,FL,READM-30-COPD-HRRP,1.0369,19.0153,18.3381,Above Threshold
WINTER HAVEN HOSPITAL,100052,FL,READM-30-CABG-HRRP,0.9807,11.1874,11.4071,Below Threshold
WINTER HAVEN HOSPITAL,100052,FL,READM-30-AMI-HRRP,1.0089,14.7683,14.6385,Above Threshold
STEWARD HIALEAH HOSPITAL,100053,FL,READM-30-PN-HRRP,1.1443,21.3064,18.6204,Above Threshold
STEWARD HIALEAH HOSPITAL,100053,FL,READM-30-HF-HRRP,1.056,24.5555,23.2529,Above Threshold
STEWARD HIALEAH HOSPITAL,100053,FL,READM-30-COPD-HRRP,1.0649,23.576,22.1381,Above Threshold
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-PN-HRRP,1.1245,19.1946,17.07,Above Threshold
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-HIP-KNEE-HRRP,1.1248,5.7078,5.0744,Above Threshold
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-HF-HRRP,1.0368,20.6248,19.8923,Above Threshold
HCA FLORIDA TWIN CITIES HOSPITAL,100054,FL,READM-30-COPD-HRRP,1.0109,18.8166,18.6133,Above Threshold
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-PN-HRRP,1.1128,18.2146,16.3676,Above Threshold
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-HIP-KNEE-HRRP,1.317,7.5901,5.7631,Above Threshold
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-HF-HRRP,0.968,19.8561,20.5134,Below Threshold
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-COPD-HRRP,0.9976,19.1305,19.1764,Below Threshold
ADVENTHEALTH NORTH PINELLAS,100055,FL,READM-30-AMI-HRRP,1.0248,16.2656,15.8724,Above Threshold
ADVENTHEALTH WATERMAN,100057,FL,READM-30-PN-HRRP,0.9293,15.2891,16.452,Below Threshold
ADVENTHEALTH WATERMAN,100057,FL,READM-30-HIP-KNEE-HRRP,0.8708,4.5722,5.2505,Below Threshold
ADVENTHEALTH WATERMAN,100057,FL,READM-30-HF-HRRP,0.9594,20.4199,21.2844,Below Threshold
ADVENTHEALTH WATERMAN,100057,FL,READM-30-COPD-HRRP,0.9457,16.7825,17.7458,Below Threshold
ADVENTHEALTH WATERMAN,100057,FL,READM-30-CABG-HRRP,1.11,12.1437,10.9407,Above Threshold
ADVENTHEALTH WATERMAN,100057,FL,READM-30-AMI-HRRP,1.1039,14.577,13.2051,Above Threshold
ADVENTHEALTH OCALA,100062,FL,READM-30-PN-HRRP,0.9786,16.9479,17.319,Below Threshold
ADVENTHEALTH OCALA,100062,FL,READM-30-HIP-KNEE-HRRP,1.0869,5.2308,4.8128,Above Threshold
ADVENTHEALTH OCALA,100062,FL,READM-30-HF-HRRP,1.0926,22.2634,20.3767,Above Threshold
ADVENTHEALTH OCALA,100062,FL,READM-30-COPD-HRRP,0.9654,17.4786,18.1047,Below Threshold
ADVENTHEALTH OCALA,100062,FL,READM-30-CABG-HRRP,1.0793,11.8681,10.996,Above Threshold
ADVENTHEALTH OCALA,100062,FL,READM-30-AMI-HRRP,0.9582,14.435,15.0644,Below Threshold
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-AMI-HRRP,1.0484,14.4395,13.7735,Above Threshold
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-PN-HRRP,1.0446,19.1917,18.3725,Above Threshold
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-HF-HRRP,1.0112,22.0797,21.8358,Above Threshold
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,READM-30-COPD-HRRP,0.9821,20.5532,20.9276,Below Threshold
ST ANTHONYS HOSPITAL,100067,FL,READM-30-PN-HRRP,1.0155,17.9639,17.6903,Above Threshold
ST ANTHONYS HOSPITAL,100067,FL,READM-30-HIP-KNEE-HRRP,1.0736,5.2755,4.914,Above Threshold
ST ANTHONYS HOSPITAL,100067,FL,READM-30-HF-HRRP,0.8869,18.2423,20.5685,Below Threshold
ST ANTHONYS HOSPITAL,100067,FL,READM-30-COPD-HRRP,0.9641,17.4918,18.1436,Below Threshold
ST ANTHONYS HOSPITAL,100067,FL,READM-30-AMI-HRRP,0.8692,13.1544,15.1335,Below Threshold
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-PN-HRRP,1.0418,18.5423,17.799,Above Threshold
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-HIP-KNEE-HRRP,1.017,4.7148,4.636,Above Threshold
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-HF-HRRP,0.9395,19.6933,20.9617,Below Threshold
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-COPD-HRRP,0.9506,19.1771,20.1743,Below Threshold
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-CABG-HRRP,0.9858,12.2733,12.4503,Below Threshold
ADVENTHEALTH DAYTONA BEACH,100068,FL,READM-30-AMI-HRRP,1.0101,15.7559,15.599,Above Threshold
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-PN-HRRP,0.9835,16.993,17.2783,Below Threshold
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-HIP-KNEE-HRRP,0.9872,5.2492,5.317,Below Threshold
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-HF-HRRP,0.9827,19.4964,19.8394,Below Threshold
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,READM-30-COPD-HRRP,0.9895,17.9176,18.1073,Below Threshold
BRAVERA HEALTH BROOKSVILLE,100071,FL,READM-30-PN-HRRP,0.9806,16.2451,16.5666,Below Threshold
BRAVERA HEALTH BROOKSVILLE,100071,FL,READM-30-HF-HRRP,1.0004,19.7078,19.699,Above Threshold
BRAVERA HEALTH BROOKSVILLE,100071,FL,READM-30-COPD-HRRP,0.9407,16.7328,17.7884,Below Threshold
BRAVERA HEALTH BROOKSVILLE,100071,FL,READM-30-AMI-HRRP,1.0237,13.6816,13.3649,Above Threshold
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-PN-HRRP,0.9609,16.5507,17.2236,Below Threshold
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-HIP-KNEE-HRRP,1.0242,5.2575,5.1331,Above Threshold
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-HF-HRRP,0.9735,20.4382,20.9948,Below Threshold
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-COPD-HRRP,1.0292,18.5228,17.9966,Above Threshold
ADVENTHEALTH FISH MEMORIAL,100072,FL,READM-30-AMI-HRRP,0.9596,16.467,17.1601,Below Threshold
HOLY CROSS HOSPITAL,100073,FL,READM-30-PN-HRRP,1.0354,18.4722,17.8413,Above Threshold
HOLY CROSS HOSPITAL,100073,FL,READM-30-HIP-KNEE-HRRP,0.8805,4.6676,5.3012,Below Threshold
HOLY CROSS HOSPITAL,100073,FL,READM-30-HF-HRRP,1.0246,21.4099,20.8959,Above Threshold
HOLY CROSS HOSPITAL,100073,FL,READM-30-COPD-HRRP,1.0208,18.068,17.7004,Above Threshold
HOLY CROSS HOSPITAL,100073,FL,READM-30-CABG-HRRP,1.0649,11.4858,10.7856,Above Threshold
HOLY CROSS HOSPITAL,100073,FL,READM-30-AMI-HRRP,1.0346,15.2184,14.7091,Above Threshold
ST JOSEPHS HOSPITAL,100075,FL,READM-30-PN-HRRP,0.9451,15.8296,16.7498,Below Threshold
ST JOSEPHS HOSPITAL,100075,FL,READM-30-HIP-KNEE-HRRP,0.9444,4.6199,4.8917,Below Threshold
ST JOSEPHS HOSPITAL,100075,FL,READM-30-HF-HRRP,0.9498,19.6233,20.6611,Below Threshold
ST JOSEPHS HOSPITAL,100075,FL,READM-30-COPD-HRRP,0.9254,18.3741,19.8542,Below Threshold
ST JOSEPHS HOSPITAL,100075,FL,READM-30-CABG-HRRP,0.925,9.0151,9.7459,Below Threshold
ST JOSEPHS HOSPITAL,100075,FL,READM-30-AMI-HRRP,0.959,13.6627,14.2468,Below Threshold
SHOREPOINT HEALTH PORT CHARLOTTE,100077,FL,READM-30-PN-HRRP,1.0956,18.8473,17.2033,Above Threshold
SHOREPOINT HEALTH PORT CHARLOTTE,100077,FL,READM-30-HIP-KNEE-HRRP,1.0542,4.1245,3.9125,Above Threshold
